OrderID,OrderDate,Region,State,SalesChannel,Product,Quantity,Sales,Profit,Employee,DeliveryDays
11565,2021-04-26 20:00:00,Northeast,Texas,In-Store,Floor Lamps,4,500,100,Joshua B.,5
11566,2021-04-26 21:00:00,Northeast,New York,In-Store,Cookware,3,200,40,Donald R.,5
11567,2021-04-26 22:00:00,West,New York,Wholesale,Furniture Cushions,1,50,10,Keith G.,3
11568,2021-04-26 23:00:00,Northeast,Ohio,In-Store,Floor Lamps,5,1000,200,Joshua B.,6
11569,2021-04-27 00:00:00,Midwest,Georgia,Distributor,Festive,2,100,20,Carl N.,8
11570,2021-04-27 01:00:00,Northeast,Colorado,In-Store,Cookware,3,200,40,Donald R.,3
11571,2021-04-27 02:00:00,Northeast,Illinois,In-Store,Cookware,3,200,40,Donald R.,7
11572,2021-04-27 03:00:00,Northeast,Michigan,In-Store,Cookware,3,200,40,Donald R.,4
11573,2021-04-27 04:00:00,South,Florida,Online,Floral,4,500,100,Douglas T.,6
11574,2021-04-27 05:00:00,West,Arizona,Wholesale,Dinnerware,5,1000,200,Shawn W.,3
11575,2021-04-27 06:00:00,Northeast,Illinois,In-Store,Cookware,2,100,20,Donald R.,5
11576,2021-04-27 07:00:00,West,Ohio,Wholesale,Furniture Cushions,1,50,10,Keith G.,5
11577,2021-04-27 08:00:00,Midwest,Georgia,Distributor,Computers,1,50,10,Nicholas C.,6
11578,2021-04-27 09:00:00,Midwest,Arizona,Distributor,Computers,5,1000,200,Nicholas C.,5
11579,2021-04-27 10:00:00,Northeast,Florida,In-Store,Floor Lamps,3,200,40,Joshua B.,3
11580,2021-04-27 11:00:00,Midwest,Colorado,Distributor,Festive,3,200,40,Carl N.,3
11581,2021-04-27 12:00:00,West,Illinois,Wholesale,Dinnerware,3,200,40,Shawn W.,5
11582,2021-04-27 13:00:00,South,Michigan,Online,Floral,3,200,40,Douglas T.,5
11583,2021-04-27 14:00:00,Northeast,Georgia,In-Store,Floor Lamps,3,200,40,Joshua B.,7
11584,2021-04-27 15:00:00,Midwest,California,Distributor,Computers,5,1000,200,Nicholas C.,4
11585,2021-04-27 16:00:00,West,Illinois,Wholesale,Dinnerware,4,500,100,Shawn W.,6
11586,2021-04-27 17:00:00,West,New York,Wholesale,Dinnerware,2,100,20,Shawn W.,3
11587,2021-04-27 18:00:00,Midwest,New York,Distributor,Festive,3,200,40,Carl N.,6
11588,2021-04-27 19:00:00,West,Michigan,Wholesale,Furniture Cushions,4,500,100,Keith G.,7
11589,2021-04-27 20:00:00,West,Texas,Wholesale,Dinnerware,1,50,10,Shawn W.,3
11590,2021-04-27 21:00:00,Northeast,Michigan,In-Store,Cookware,5,1000,200,Donald R.,7
11591,2021-04-27 22:00:00,West,Georgia,Wholesale,Dinnerware,4,500,100,Shawn W.,7
11592,2021-04-27 23:00:00,Midwest,New York,Distributor,Festive,3,200,40,Carl N.,8
11593,2021-04-28 00:00:00,Northeast,Colorado,In-Store,Floor Lamps,3,200,40,Joshua B.,5
11594,2021-04-28 01:00:00,Midwest,Colorado,Distributor,Festive,3,200,40,Carl N.,8
11595,2021-04-28 02:00:00,South,New York,Online,Floral,4,500,100,Douglas T.,6
11596,2021-04-28 03:00:00,Midwest,Georgia,Distributor,Festive,3,200,40,Carl N.,6
11597,2021-04-28 04:00:00,Midwest,Ohio,Distributor,Computers,4,500,100,Nicholas C.,5
11598,2021-04-28 05:00:00,Northeast,Florida,In-Store,Cookware,3,200,40,Donald R.,8
11599,2021-04-28 06:00:00,West,Florida,Wholesale,Furniture Cushions,1,50,10,Keith G.,6
11600,2021-04-28 07:00:00,Midwest,Georgia,Distributor,Computers,1,50,10,Nicholas C.,8
11601,2021-04-28 08:00:00,Northeast,California,In-Store,Floor Lamps,2,100,20,Joshua B.,5
11602,2021-04-28 09:00:00,South,Florida,Online,Dining Furniture,3,200,40,Joe P.,3
11603,2021-04-28 10:00:00,Northeast,Arizona,In-Store,Floor Lamps,3,200,40,Joshua B.,7
11604,2021-04-28 11:00:00,Northeast,Florida,In-Store,Cookware,4,500,100,Donald R.,7
11605,2021-04-28 12:00:00,West,Arizona,Wholesale,Dinnerware,4,500,100,Shawn W.,8
11606,2021-04-28 13:00:00,Midwest,New York,Distributor,Festive,3,200,40,Carl N.,6
11607,2021-04-28 14:00:00,South,Ohio,Online,Dining Furniture,2,100,20,Joe P.,8
11608,2021-04-28 15:00:00,Northeast,Michigan,In-Store,Cookware,3,200,40,Donald R.,8
11609,2021-04-28 16:00:00,Midwest,Ohio,Distributor,Computers,4,500,100,Nicholas C.,4
11610,2021-04-28 17:00:00,Midwest,Florida,Distributor,Festive,3,200,40,Carl N.,7
11611,2021-04-28 18:00:00,Northeast,Florida,In-Store,Floor Lamps,4,500,100,Joshua B.,5
11612,2021-04-28 19:00:00,Midwest,Georgia,Distributor,Computers,3,200,40,Nicholas C.,8
11613,2021-04-28 20:00:00,Northeast,Michigan,In-Store,Cookware,5,1000,200,Donald R.,4
11614,2021-04-28 21:00:00,Northeast,Florida,In-Store,Cookware,4,500,100,Donald R.,4
11615,2021-04-28 22:00:00,Northeast,Texas,In-Store,Floor Lamps,2,100,20,Joshua B.,7
11616,2021-04-28 23:00:00,South,Texas,Online,Dining Furniture,5,1000,200,Joe P.,7
11617,2021-04-29 00:00:00,Northeast,California,In-Store,Floor Lamps,3,200,40,Joshua B.,7
11618,2021-04-29 01:00:00,West,New York,Wholesale,Dinnerware,4,500,100,Shawn W.,5
11619,2021-04-29 02:00:00,Midwest,Arizona,Distributor,Computers,5,1000,200,Nicholas C.,4
11620,2021-04-29 03:00:00,South,Ohio,Online,Dining Furniture,2,100,20,Joe P.,6
11621,2021-04-29 04:00:00,Midwest,New York,Distributor,Festive,4,500,100,Carl N.,5
11622,2021-04-29 05:00:00,South,Arizona,Online,Floral,5,1000,200,Douglas T.,3
11623,2021-04-29 06:00:00,West,Arizona,Wholesale,Dinnerware,5,1000,200,Shawn W.,8
11624,2021-04-29 07:00:00,South,Illinois,Online,Dining Furniture,5,1000,200,Joe P.,7
11625,2021-04-29 08:00:00,South,Florida,Online,Floral,1,50,10,Douglas T.,4
11626,2021-04-29 09:00:00,South,California,Online,Floral,3,200,40,Douglas T.,8
11627,2021-04-29 10:00:00,Midwest,Florida,Distributor,Computers,4,500,100,Nicholas C.,5
11628,2021-04-29 11:00:00,Northeast,California,In-Store,Cookware,4,500,100,Donald R.,3
11629,2021-04-29 12:00:00,Midwest,New York,Distributor,Festive,4,500,100,Carl N.,5
11630,2021-04-29 13:00:00,Northeast,Georgia,In-Store,Floor Lamps,5,1000,200,Joshua B.,5
11631,2021-04-29 14:00:00,Midwest,Georgia,Distributor,Computers,3,200,40,Nicholas C.,6
11632,2021-04-29 15:00:00,West,New York,Wholesale,Dinnerware,2,100,20,Shawn W.,8
11633,2021-04-29 16:00:00,West,Michigan,Wholesale,Furniture Cushions,4,500,100,Keith G.,6
11634,2021-04-29 17:00:00,South,Texas,Online,Floral,3,200,40,Douglas T.,5
11635,2021-04-29 18:00:00,West,Arizona,Wholesale,Dinnerware,3,200,40,Shawn W.,3
11636,2021-04-29 19:00:00,South,California,Online,Floral,1,50,10,Douglas T.,4
11637,2021-04-29 20:00:00,Northeast,Colorado,In-Store,Cookware,4,500,100,Donald R.,4
11638,2021-04-29 21:00:00,West,Florida,Wholesale,Furniture Cushions,5,1000,200,Keith G.,8
11639,2021-04-29 22:00:00,Northeast,New York,In-Store,Cookware,3,200,40,Donald R.,7
11640,2021-04-29 23:00:00,Midwest,Arizona,Distributor,Festive,3,200,40,Carl N.,7
11641,2021-04-30 00:00:00,Northeast,California,In-Store,Floor Lamps,2,100,20,Joshua B.,4
11642,2021-04-30 01:00:00,Midwest,Ohio,Distributor,Festive,1,50,10,Carl N.,5
11643,2021-04-30 02:00:00,Northeast,Michigan,In-Store,Cookware,3,200,40,Donald R.,5
11644,2021-04-30 03:00:00,Northeast,Florida,In-Store,Cookware,3,200,40,Donald R.,6
11645,2021-04-30 04:00:00,West,Georgia,Wholesale,Dinnerware,5,1000,200,Shawn W.,8
11646,2021-04-30 05:00:00,Northeast,New York,In-Store,Cookware,5,1000,200,Donald R.,6
11647,2021-04-30 06:00:00,West,Georgia,Wholesale,Furniture Cushions,2,100,20,Keith G.,7
11648,2021-04-30 07:00:00,West,California,Wholesale,Furniture Cushions,2,100,20,Keith G.,4
11649,2021-04-30 08:00:00,South,Georgia,Online,Dining Furniture,2,100,20,Joe P.,5
11650,2021-04-30 09:00:00,South,Florida,Online,Floral,5,1000,200,Douglas T.,4
11651,2021-04-30 10:00:00,Midwest,Texas,Distributor,Computers,5,1000,200,Nicholas C.,3
11652,2021-04-30 11:00:00,Northeast,Arizona,In-Store,Cookware,1,50,10,Donald R.,4
11653,2021-04-30 12:00:00,Midwest,Texas,Distributor,Festive,4,500,100,Carl N.,3
11654,2021-04-30 13:00:00,Northeast,New York,In-Store,Floor Lamps,4,500,100,Joshua B.,6
11655,2021-04-30 14:00:00,South,Texas,Online,Floral,1,50,10,Douglas T.,6
11656,2021-04-30 15:00:00,South,Illinois,Online,Floral,4,500,100,Douglas T.,7
11657,2021-04-30 16:00:00,Northeast,Arizona,In-Store,Floor Lamps,5,1000,200,Joshua B.,4
11658,2021-04-30 17:00:00,Northeast,California,In-Store,Floor Lamps,4,500,100,Joshua B.,4
11659,2021-04-30 18:00:00,South,Arizona,Online,Floral,5,1000,200,Douglas T.,3
11660,2021-04-30 19:00:00,South,Illinois,Online,Dining Furniture,1,50,10,Joe P.,6
11661,2021-04-30 20:00:00,Midwest,Colorado,Distributor,Festive,2,100,20,Carl N.,3
11662,2021-04-30 21:00:00,South,Texas,Online,Dining Furniture,1,50,10,Joe P.,6
11663,2021-04-30 22:00:00,Northeast,Arizona,In-Store,Cookware,4,500,100,Donald R.,3
11664,2021-04-30 23:00:00,Midwest,Georgia,Distributor,Computers,5,1000,200,Nicholas C.,6
11665,2021-05-01 00:00:00,Northeast,California,In-Store,Floor Lamps,4,500,100,Joshua B.,3
11666,2021-05-01 01:00:00,West,Ohio,Wholesale,Furniture Cushions,4,500,100,Keith G.,6
11667,2021-05-01 02:00:00,Midwest,New York,Distributor,Festive,2,100,20,Carl N.,8
11668,2021-05-01 03:00:00,Northeast,New York,In-Store,Floor Lamps,4,500,100,Joshua B.,3
11669,2021-05-01 04:00:00,South,New York,Online,Dining Furniture,2,100,20,Joe P.,4
11670,2021-05-01 05:00:00,West,Arizona,Wholesale,Dinnerware,5,1000,200,Shawn W.,7
11671,2021-05-01 06:00:00,Northeast,Texas,In-Store,Cookware,5,1000,200,Donald R.,8
11672,2021-05-01 07:00:00,Midwest,Arizona,Distributor,Computers,2,100,20,Nicholas C.,8
11673,2021-05-01 08:00:00,Northeast,Florida,In-Store,Cookware,1,50,10,Donald R.,3
11674,2021-05-01 09:00:00,West,Georgia,Wholesale,Dinnerware,5,1000,200,Shawn W.,7
11675,2021-05-01 10:00:00,Midwest,Ohio,Distributor,Computers,1,50,10,Nicholas C.,4
11676,2021-05-01 11:00:00,West,Ohio,Wholesale,Dinnerware,5,1000,200,Shawn W.,8
11677,2021-05-01 12:00:00,Northeast,Georgia,In-Store,Cookware,5,1000,200,Donald R.,4
11678,2021-05-01 13:00:00,South,Illinois,Online,Dining Furniture,3,200,40,Joe P.,6
11679,2021-05-01 14:00:00,South,Michigan,Online,Floral,4,500,100,Douglas T.,7
11680,2021-05-01 15:00:00,Northeast,Florida,In-Store,Cookware,4,500,100,Donald R.,5
11681,2021-05-01 16:00:00,Northeast,California,In-Store,Cookware,1,50,10,Donald R.,6
11682,2021-05-01 17:00:00,Northeast,Ohio,In-Store,Cookware,4,500,100,Donald R.,7
11683,2021-05-01 18:00:00,Midwest,New York,Distributor,Festive,1,50,10,Carl N.,3
11684,2021-05-01 19:00:00,West,Arizona,Wholesale,Dinnerware,5,1000,200,Shawn W.,3
11685,2021-05-01 20:00:00,West,Illinois,Wholesale,Furniture Cushions,3,200,40,Keith G.,4
11686,2021-05-01 21:00:00,West,Michigan,Wholesale,Dinnerware,3,200,40,Shawn W.,8
11687,2021-05-01 22:00:00,Northeast,Georgia,In-Store,Floor Lamps,5,1000,200,Joshua B.,5
11688,2021-05-01 23:00:00,West,Colorado,Wholesale,Dinnerware,2,100,20,Shawn W.,3
11689,2021-05-02 00:00:00,Northeast,California,In-Store,Floor Lamps,2,100,20,Joshua B.,7
11690,2021-05-02 01:00:00,Midwest,Michigan,Distributor,Festive,4,500,100,Carl N.,8
11691,2021-05-02 02:00:00,South,New York,Online,Dining Furniture,1,50,10,Joe P.,8
11692,2021-05-02 03:00:00,Northeast,Michigan,In-Store,Floor Lamps,3,200,40,Joshua B.,7
11693,2021-05-02 04:00:00,Northeast,Ohio,In-Store,Cookware,4,500,100,Donald R.,8
11694,2021-05-02 05:00:00,South,Arizona,Online,Dining Furniture,5,1000,200,Joe P.,3
11695,2021-05-02 06:00:00,South,Georgia,Online,Floral,3,200,40,Douglas T.,7
11696,2021-05-02 07:00:00,Midwest,Michigan,Distributor,Festive,1,50,10,Carl N.,7
11697,2021-05-02 08:00:00,West,California,Wholesale,Dinnerware,1,50,10,Shawn W.,4
11698,2021-05-02 09:00:00,Northeast,Michigan,In-Store,Floor Lamps,2,100,20,Joshua B.,5
11699,2021-05-02 10:00:00,West,Colorado,Wholesale,Furniture Cushions,4,500,100,Keith G.,4
11700,2021-05-02 11:00:00,Northeast,Illinois,In-Store,Cookware,5,1000,200,Donald R.,5
11701,2021-05-02 12:00:00,Midwest,Ohio,Distributor,Computers,3,200,40,Nicholas C.,7
11702,2021-05-02 13:00:00,South,Arizona,Online,Floral,1,50,10,Douglas T.,8
11703,2021-05-02 14:00:00,Midwest,New York,Distributor,Computers,3,200,40,Nicholas C.,5
11704,2021-05-02 15:00:00,South,Georgia,Online,Dining Furniture,5,1000,200,Joe P.,7
11705,2021-05-02 16:00:00,West,Georgia,Wholesale,Dinnerware,3,200,40,Shawn W.,7
11706,2021-05-02 17:00:00,West,Illinois,Wholesale,Furniture Cushions,4,500,100,Keith G.,4
11707,2021-05-02 18:00:00,Midwest,Texas,Distributor,Computers,2,100,20,Nicholas C.,4
11708,2021-05-02 19:00:00,South,Texas,Online,Dining Furniture,3,200,40,Joe P.,8
11709,2021-05-02 20:00:00,Midwest,New York,Distributor,Festive,2,100,20,Carl N.,6
11710,2021-05-02 21:00:00,South,Michigan,Online,Dining Furniture,5,1000,200,Joe P.,3
11711,2021-05-02 22:00:00,South,Colorado,Online,Floral,2,100,20,Douglas T.,6
11712,2021-05-02 23:00:00,West,Georgia,Wholesale,Furniture Cushions,3,200,40,Keith G.,6
11713,2021-05-03 00:00:00,West,Michigan,Wholesale,Furniture Cushions,3,200,40,Keith G.,8
11714,2021-05-03 01:00:00,South,Georgia,Online,Dining Furniture,1,50,10,Joe P.,5
11715,2021-05-03 02:00:00,South,Georgia,Online,Floral,3,200,40,Douglas T.,8
11716,2021-05-03 03:00:00,South,Michigan,Online,Dining Furniture,2,100,20,Joe P.,8
11717,2021-05-03 04:00:00,West,Illinois,Wholesale,Furniture Cushions,1,50,10,Keith G.,7
11718,2021-05-03 05:00:00,West,Texas,Wholesale,Furniture Cushions,3,200,40,Keith G.,7
11719,2021-05-03 06:00:00,Northeast,Florida,In-Store,Cookware,3,200,40,Donald R.,7
11720,2021-05-03 07:00:00,South,California,Online,Dining Furniture,5,1000,200,Joe P.,3
11721,2021-05-03 08:00:00,Northeast,Illinois,In-Store,Floor Lamps,1,50,10,Joshua B.,5
11722,2021-05-03 09:00:00,South,Ohio,Online,Dining Furniture,5,1000,200,Joe P.,5
11723,2021-05-03 10:00:00,West,Colorado,Wholesale,Furniture Cushions,5,1000,200,Keith G.,7
11724,2021-05-03 11:00:00,Northeast,Colorado,In-Store,Cookware,5,1000,200,Donald R.,6
11725,2021-05-03 12:00:00,Northeast,California,In-Store,Cookware,4,500,100,Donald R.,3
11726,2021-05-03 13:00:00,Midwest,Colorado,Distributor,Festive,5,1000,200,Carl N.,6
11727,2021-05-03 14:00:00,South,Michigan,Online,Floral,2,100,20,Douglas T.,4
11728,2021-05-03 15:00:00,West,Colorado,Wholesale,Dinnerware,3,200,40,Shawn W.,5
11729,2021-05-03 16:00:00,Midwest,Florida,Distributor,Computers,4,500,100,Nicholas C.,5
11730,2021-05-03 17:00:00,Midwest,Colorado,Distributor,Computers,5,1000,200,Nicholas C.,6
11731,2021-05-03 18:00:00,South,Georgia,Online,Dining Furniture,3,200,40,Joe P.,3
11732,2021-05-03 19:00:00,Midwest,Illinois,Distributor,Festive,1,50,10,Carl N.,5
11733,2021-05-03 20:00:00,South,Michigan,Online,Dining Furniture,1,50,10,Joe P.,6
11734,2021-05-03 21:00:00,Midwest,Texas,Distributor,Computers,3,200,40,Nicholas C.,8
11735,2021-05-03 22:00:00,South,Colorado,Online,Floral,2,100,20,Douglas T.,8
11736,2021-05-03 23:00:00,West,New York,Wholesale,Furniture Cushions,3,200,40,Keith G.,3
11737,2021-05-04 00:00:00,South,New York,Online,Floral,3,200,40,Douglas T.,6
11738,2021-05-04 01:00:00,South,New York,Online,Floral,4,500,100,Douglas T.,8
11739,2021-05-04 02:00:00,Northeast,Colorado,In-Store,Cookware,1,50,10,Donald R.,3
11740,2021-05-04 03:00:00,West,Ohio,Wholesale,Furniture Cushions,1,50,10,Keith G.,7
11741,2021-05-04 04:00:00,West,Georgia,Wholesale,Dinnerware,5,1000,200,Shawn W.,3
11742,2021-05-04 05:00:00,West,Arizona,Wholesale,Furniture Cushions,3,200,40,Keith G.,4
11743,2021-05-04 06:00:00,Midwest,Colorado,Distributor,Festive,3,200,40,Carl N.,7
11744,2021-05-04 07:00:00,Northeast,Ohio,In-Store,Cookware,2,100,20,Donald R.,6
11745,2021-05-04 08:00:00,West,Arizona,Wholesale,Dinnerware,1,50,10,Shawn W.,7
11746,2021-05-04 09:00:00,Midwest,California,Distributor,Festive,2,100,20,Carl N.,7
11747,2021-05-04 10:00:00,Midwest,Florida,Distributor,Festive,4,500,100,Carl N.,6
11748,2021-05-04 11:00:00,Midwest,Georgia,Distributor,Computers,5,1000,200,Nicholas C.,6
11749,2021-05-04 12:00:00,Northeast,Colorado,In-Store,Cookware,2,100,20,Donald R.,8
11750,2021-05-04 13:00:00,Midwest,Illinois,Distributor,Festive,1,50,10,Carl N.,4
11751,2021-05-04 14:00:00,Northeast,Michigan,In-Store,Floor Lamps,4,500,100,Joshua B.,6
11752,2021-05-04 15:00:00,South,Illinois,Online,Floral,3,200,40,Douglas T.,5
11753,2021-05-04 16:00:00,Midwest,Illinois,Distributor,Festive,4,500,100,Carl N.,5
11754,2021-05-04 17:00:00,West,California,Wholesale,Dinnerware,2,100,20,Shawn W.,4
11755,2021-05-04 18:00:00,Midwest,Michigan,Distributor,Computers,1,50,10,Nicholas C.,3
11756,2021-05-04 19:00:00,South,California,Online,Dining Furniture,2,100,20,Joe P.,3
11757,2021-05-04 20:00:00,South,Arizona,Online,Floral,3,200,40,Douglas T.,5
11758,2021-05-04 21:00:00,Midwest,California,Distributor,Computers,3,200,40,Nicholas C.,6
11759,2021-05-04 22:00:00,South,New York,Online,Dining Furniture,1,50,10,Joe P.,4
11760,2021-05-04 23:00:00,Northeast,Florida,In-Store,Cookware,5,1000,200,Donald R.,3
11761,2021-05-05 00:00:00,Northeast,New York,In-Store,Cookware,4,500,100,Donald R.,3
11762,2021-05-05 01:00:00,Midwest,Colorado,Distributor,Festive,4,500,100,Carl N.,7
11763,2021-05-05 02:00:00,Northeast,Arizona,In-Store,Floor Lamps,3,200,40,Joshua B.,5
11764,2021-05-05 03:00:00,Northeast,Ohio,In-Store,Cookware,2,100,20,Donald R.,6
11765,2021-05-05 04:00:00,West,Arizona,Wholesale,Furniture Cushions,2,100,20,Keith G.,4
11766,2021-05-05 05:00:00,Midwest,Ohio,Distributor,Festive,5,1000,200,Carl N.,3
11767,2021-05-05 06:00:00,South,Florida,Online,Floral,2,100,20,Douglas T.,7
11768,2021-05-05 07:00:00,Midwest,California,Distributor,Computers,4,500,100,Nicholas C.,5
11769,2021-05-05 08:00:00,Northeast,California,In-Store,Cookware,2,100,20,Donald R.,5
11770,2021-05-05 09:00:00,West,Michigan,Wholesale,Furniture Cushions,5,1000,200,Keith G.,4
11771,2021-05-05 10:00:00,Midwest,Colorado,Distributor,Computers,4,500,100,Nicholas C.,3
11772,2021-05-05 11:00:00,Midwest,Illinois,Distributor,Computers,2,100,20,Nicholas C.,4
11773,2021-05-05 12:00:00,Northeast,Texas,In-Store,Floor Lamps,4,500,100,Joshua B.,4
11774,2021-05-05 13:00:00,Northeast,Arizona,In-Store,Cookware,3,200,40,Donald R.,8
11775,2021-05-05 14:00:00,Midwest,Arizona,Distributor,Computers,3,200,40,Nicholas C.,7
11776,2021-05-05 15:00:00,Northeast,Colorado,In-Store,Floor Lamps,3,200,40,Joshua B.,5
11777,2021-05-05 16:00:00,Northeast,New York,In-Store,Floor Lamps,2,100,20,Joshua B.,8
11778,2021-05-05 17:00:00,Northeast,Georgia,In-Store,Cookware,5,1000,200,Donald R.,6
11779,2021-05-05 18:00:00,Northeast,Colorado,In-Store,Floor Lamps,4,500,100,Joshua B.,5
11780,2021-05-05 19:00:00,Northeast,Texas,In-Store,Cookware,1,50,10,Donald R.,5
11781,2021-05-05 20:00:00,West,California,Wholesale,Furniture Cushions,3,200,40,Keith G.,7
11782,2021-05-05 21:00:00,Northeast,Ohio,In-Store,Cookware,3,200,40,Donald R.,6
11783,2021-05-05 22:00:00,South,New York,Online,Dining Furniture,1,50,10,Joe P.,3
11784,2021-05-05 23:00:00,Midwest,New York,Distributor,Computers,1,50,10,Nicholas C.,6
11785,2021-05-06 00:00:00,West,Michigan,Wholesale,Furniture Cushions,2,100,20,Keith G.,3
11786,2021-05-06 01:00:00,West,Florida,Wholesale,Dinnerware,4,500,100,Shawn W.,6
11787,2021-05-06 02:00:00,Northeast,Texas,In-Store,Cookware,3,200,40,Donald R.,4
11788,2021-05-06 03:00:00,Midwest,New York,Distributor,Computers,5,1000,200,Nicholas C.,6
11789,2021-05-06 04:00:00,South,Texas,Online,Floral,2,100,20,Douglas T.,8
11790,2021-05-06 05:00:00,Northeast,Colorado,In-Store,Floor Lamps,2,100,20,Joshua B.,8
11791,2021-05-06 06:00:00,Midwest,Ohio,Distributor,Festive,5,1000,200,Carl N.,7
11792,2021-05-06 07:00:00,Northeast,Ohio,In-Store,Cookware,5,1000,200,Donald R.,3
11793,2021-05-06 08:00:00,Northeast,Arizona,In-Store,Floor Lamps,5,1000,200,Joshua B.,5
11794,2021-05-06 09:00:00,Northeast,California,In-Store,Floor Lamps,1,50,10,Joshua B.,7
11795,2021-05-06 10:00:00,Northeast,Arizona,In-Store,Floor Lamps,3,200,40,Joshua B.,8
11796,2021-05-06 11:00:00,Northeast,New York,In-Store,Floor Lamps,1,50,10,Joshua B.,8
11797,2021-05-06 12:00:00,Northeast,Florida,In-Store,Floor Lamps,3,200,40,Joshua B.,3
11798,2021-05-06 13:00:00,Northeast,Arizona,In-Store,Cookware,1,50,10,Donald R.,8
11799,2021-05-06 14:00:00,South,Arizona,Online,Floral,4,500,100,Douglas T.,8
11800,2021-05-06 15:00:00,West,Arizona,Wholesale,Dinnerware,3,200,40,Shawn W.,3
11801,2021-05-06 16:00:00,South,Texas,Online,Dining Furniture,2,100,20,Joe P.,8
11802,2021-05-06 17:00:00,Northeast,Colorado,In-Store,Floor Lamps,3,200,40,Joshua B.,5
11803,2021-05-06 18:00:00,Northeast,Florida,In-Store,Floor Lamps,3,200,40,Joshua B.,4
11804,2021-05-06 19:00:00,South,Ohio,Online,Dining Furniture,3,200,40,Joe P.,7
11805,2021-05-06 20:00:00,South,Michigan,Online,Floral,4,500,100,Douglas T.,5
11806,2021-05-06 21:00:00,West,Texas,Wholesale,Furniture Cushions,1,50,10,Keith G.,5
11807,2021-05-06 22:00:00,South,New York,Online,Floral,2,100,20,Douglas T.,4
11808,2021-05-06 23:00:00,West,Florida,Wholesale,Furniture Cushions,1,50,10,Keith G.,7
11809,2021-05-07 00:00:00,Northeast,Ohio,In-Store,Cookware,1,50,10,Donald R.,5
11810,2021-05-07 01:00:00,Midwest,Florida,Distributor,Computers,5,1000,200,Nicholas C.,8
11811,2021-05-07 02:00:00,Midwest,Georgia,Distributor,Festive,4,500,100,Carl N.,4
11812,2021-05-07 03:00:00,Midwest,Georgia,Distributor,Festive,5,1000,200,Carl N.,7
11813,2021-05-07 04:00:00,Midwest,Arizona,Distributor,Computers,4,500,100,Nicholas C.,6
11814,2021-05-07 05:00:00,Northeast,Arizona,In-Store,Cookware,1,50,10,Donald R.,3
11815,2021-05-07 06:00:00,Midwest,Georgia,Distributor,Festive,1,50,10,Carl N.,8
11816,2021-05-07 07:00:00,South,Michigan,Online,Floral,4,500,100,Douglas T.,4
11817,2021-05-07 08:00:00,South,Ohio,Online,Dining Furniture,1,50,10,Joe P.,3
11818,2021-05-07 09:00:00,Midwest,New York,Distributor,Computers,1,50,10,Nicholas C.,6
11819,2021-05-07 10:00:00,South,California,Online,Floral,2,100,20,Douglas T.,5
11820,2021-05-07 11:00:00,West,California,Wholesale,Dinnerware,5,1000,200,Shawn W.,5
11821,2021-05-07 12:00:00,Northeast,Texas,In-Store,Cookware,5,1000,200,Donald R.,7
11822,2021-05-07 13:00:00,Midwest,Michigan,Distributor,Computers,5,1000,200,Nicholas C.,4
11823,2021-05-07 14:00:00,Midwest,Michigan,Distributor,Festive,3,200,40,Carl N.,4
11824,2021-05-07 15:00:00,Northeast,New York,In-Store,Cookware,2,100,20,Donald R.,7
11825,2021-05-07 16:00:00,South,Florida,Online,Dining Furniture,5,1000,200,Joe P.,3
11826,2021-05-07 17:00:00,Northeast,California,In-Store,Cookware,5,1000,200,Donald R.,5
11827,2021-05-07 18:00:00,Northeast,Florida,In-Store,Cookware,2,100,20,Donald R.,5
11828,2021-05-07 19:00:00,South,Florida,Online,Dining Furniture,1,50,10,Joe P.,4
11829,2021-05-07 20:00:00,Northeast,Michigan,In-Store,Floor Lamps,5,1000,200,Joshua B.,4
11830,2021-05-07 21:00:00,South,Florida,Online,Dining Furniture,1,50,10,Joe P.,7
11831,2021-05-07 22:00:00,South,California,Online,Floral,5,1000,200,Douglas T.,6
11832,2021-05-07 23:00:00,Northeast,Ohio,In-Store,Cookware,4,500,100,Donald R.,3
11833,2021-05-08 00:00:00,West,Illinois,Wholesale,Furniture Cushions,3,200,40,Keith G.,8
11834,2021-05-08 01:00:00,South,Florida,Online,Dining Furniture,5,1000,200,Joe P.,6
11835,2021-05-08 02:00:00,Northeast,New York,In-Store,Floor Lamps,4,500,100,Joshua B.,6
11836,2021-05-08 03:00:00,South,Colorado,Online,Floral,2,100,20,Douglas T.,4
11837,2021-05-08 04:00:00,West,Arizona,Wholesale,Furniture Cushions,4,500,100,Keith G.,4
11838,2021-05-08 05:00:00,West,New York,Wholesale,Furniture Cushions,2,100,20,Keith G.,4
11839,2021-05-08 06:00:00,Midwest,Georgia,Distributor,Computers,5,1000,200,Nicholas C.,6
11840,2021-05-08 07:00:00,South,California,Online,Dining Furniture,2,100,20,Joe P.,3
11841,2021-05-08 08:00:00,South,Colorado,Online,Dining Furniture,4,500,100,Joe P.,4
11842,2021-05-08 09:00:00,Northeast,Arizona,In-Store,Cookware,3,200,40,Donald R.,5
11843,2021-05-08 10:00:00,South,New York,Online,Floral,1,50,10,Douglas T.,3
11844,2021-05-08 11:00:00,Midwest,Colorado,Distributor,Computers,1,50,10,Nicholas C.,5
11845,2021-05-08 12:00:00,West,Illinois,Wholesale,Dinnerware,3,200,40,Shawn W.,3
